Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
25663700,-1.48,-111.60,6.2,11.80,-33.6,34.2,-79.6
25840692,-1.48,-111.96,6.2,11.73,-33.4,34.0,-79.5
26017682,-1.49,-112.33,6.2,11.70,-33.2,33.7,-79.5
26194672,-1.47,-113.00,6.1,11.82,-32.8,33.3,-79.5
26371664,-1.48,-113.22,6.1,11.74,-32.6,33.2,-79.4
26548654,-1.51,-113.71,6.2,11.54,-32.3,32.9,-79.2
26725644,-1.50,-114.24,6.1,11.64,-32.0,32.6,-79.3
26902636,-1.50,-114.63,6.1,11.59,-31.7,32.3,-79.2
27079626,-1.50,-114.91,6.0,11.62,-31.6,32.1,-79.2
27256616,-1.50,-115.35,6.0,11.64,-31.3,31.9,-79.2
27433608,-1.50,-115.83,6.0,11.59,-31.0,31.6,-79.1
27610598,-1.50,-116.12,5.9,11.65,-30.9,31.4,-79.1
27787588,-1.49,-116.48,5.9,11.71,-30.6,31.2,-79.1
27964580,-1.50,-116.80,5.9,11.63,-30.4,31.0,-79.0
28141570,-1.47,-117.37,5.8,11.82,-30.1,30.7,-79.1
28318560,-1.46,-117.72,5.7,11.96,-29.9,30.5,-79.2
28495552,-1.46,-118.09,5.7,11.89,-29.7,30.2,-79.1
28672542,-1.47,-118.68,5.7,11.88,-29.4,29.9,-79.1
28849532,-1.46,-119.03,5.6,11.93,-29.2,29.7,-79.1
29026524,-1.45,-119.45,5.6,12.00,-28.9,29.5,-79.1
29203514,-1.47,-119.88,5.6,11.81,-28.7,29.2,-78.9
29380504,-1.46,-120.30,5.5,11.96,-28.4,29.0,-79.0
29557496,-1.46,-120.69,5.5,11.93,-28.2,28.7,-78.9
29734486,-1.48,-121.10,5.6,11.78,-28.0,28.5,-78.7
29911476,-1.47,-121.57,5.5,11.87,-27.7,28.2,-78.7
30088468,-1.47,-121.92,5.5,11.86,-27.5,28.0,-78.7
30265458,-1.47,-122.41,5.5,11.87,-27.2,27.8,-78.6
30442448,-1.47,-122.81,5.5,11.84,-27.0,27.6,-78.6
30619440,-1.46,-123.18,5.4,11.96,-26.8,27.3,-78.6
30796430,-1.46,-123.59,5.4,11.92,-26.6,27.1,-78.5
30973420,-1.47,-123.96,5.4,11.81,-26.4,26.9,-78.4
31150412,-1.46,-124.34,5.3,11.93,-26.2,26.7,-78.4
31327402,-1.46,-124.76,5.3,11.92,-25.9,26.5,-78.4
31504392,-1.47,-125.09,5.4,11.84,-25.7,26.3,-78.3
31681384,-1.47,-125.55,5.3,11.88,-25.5,26.0,-78.2
31858374,-1.47,-125.95,5.3,11.83,-25.3,25.8,-78.1
32035364,-1.46,-126.36,5.3,11.93,-25.1,25.6,-78.2
32212356,-1.47,-126.85,5.3,11.88,-24.8,25.3,-78.0
32389346,-1.48,-127.32,5.3,11.75,-24.5,25.1,-77.8
32566336,-1.49,-127.65,5.3,11.68,-24.4,24.9,-77.7
32743328,-1.48,-128.07,5.3,11.74,-24.1,24.7,-77.7
32920318,-1.49,-128.57,5.3,11.69,-23.9,24.4,-77.6
33097308,-1.48,-129.03,5.2,11.73,-23.6,24.2,-77.5
33274300,-1.49,-129.55,5.2,11.69,-23.3,23.9,-77.4
33451290,-1.50,-130.10,5.2,11.60,-23.1,23.6,-77.2
33628280,-1.50,-130.69,5.2,11.59,-22.7,23.3,-77.1
33805272,-1.52,-131.12,5.3,11.45,-22.5,23.1,-76.9
33982262,-1.54,-131.71,5.3,11.32,-22.2,22.8,-76.6
34159252,-1.56,-132.30,5.3,11.18,-21.9,22.5,-76.3
34336244,-1.57,-132.79,5.3,11.12,-21.6,22.3,-76.1
34513234,-1.61,-133.46,5.5,10.81,-21.3,22.0,-75.6
34690224,-1.64,-134.12,5.5,10.65,-20.9,21.7,-75.2
34867216,-1.66,-134.66,5.6,10.48,-20.7,21.4,-74.9
35044206,-1.72,-135.32,5.8,10.14,-20.3,21.1,-74.2
35221196,-1.78,-135.98,5.9,9.77,-20.0,20.8,-73.4
35398188,-1.85,-136.51,6.1,9.41,-19.7,20.6,-72.7
35575178,-1.93,-137.08,6.4,9.02,-19.4,20.4,-71.8
35752168,-1.99,-137.62,6.5,8.77,-19.1,20.2,-71.1
35929160,-2.06,-138.19,6.8,8.46,-18.8,20.0,-70.2
36106150,-2.17,-138.56,7.1,8.04,-18.6,19.9,-69.1
36283140,-2.28,-139.04,7.4,7.68,-18.3,19.8,-68.0
36460132,-2.37,-139.63,7.7,7.37,-18.0,19.6,-66.9
36637122,-2.50,-139.95,8.1,6.99,-17.8,19.6,-65.6
36814112,-2.63,-140.37,8.5,6.66,-17.6,19.5,-64.3
36991104,-2.76,-140.82,8.8,6.36,-17.3,19.4,-62.9
37168094,-2.96,-140.91,9.5,5.93,-17.2,19.6,-61.2
37345084,-3.14,-141.05,10.0,5.59,-17.0,19.8,-59.5
37522076,-3.33,-141.13,10.6,5.28,-16.9,20.0,-58.0
37699066,-3.57,-140.50,11.4,4.93,-17.1,20.6,-56.4
37876056,-3.82,-139.93,12.2,4.63,-17.3,21.1,-54.8
38053048,-4.06,-139.30,13.0,4.36,-17.4,21.7,-53.4
38230038,-4.19,-137.26,13.5,4.23,-18.3,22.8,-53.5
38407028,-4.34,-135.16,14.2,4.09,-19.2,23.9,-53.6
38584020,-4.49,-133.02,14.9,3.95,-20.1,25.0,-53.5
38761010,-4.35,-130.94,14.6,4.08,-21.2,25.7,-55.4
38938000,-4.19,-128.77,14.4,4.23,-22.3,26.6,-57.3
39114992,-4.02,-126.79,14.1,4.39,-23.4,27.3,-59.1
39291982,-3.76,-126.02,13.3,4.69,-24.0,27.4,-61.1
39468972,-3.46,-125.14,12.4,5.08,-24.7,27.6,-63.4
39645964,-3.20,-124.44,11.5,5.48,-25.2,27.7,-65.4
39822954,-2.97,-125.00,10.7,5.91,-25.1,27.3,-67.0
39999944,-2.76,-125.36,9.9,6.35,-25.0,26.9,-68.4
40176936,-2.55,-125.61,9.2,6.87,-25.0,26.6,-69.9
40353926,-2.42,-126.27,8.7,7.22,-24.7,26.2,-70.7
40530916,-2.31,-126.84,8.2,7.57,-24.5,25.8,-71.4
40707908,-2.20,-127.56,7.8,7.93,-24.1,25.4,-72.1
40884898,-2.12,-128.02,7.5,8.25,-23.9,25.1,-72.6
41061888,-2.04,-128.73,7.2,8.57,-23.6,24.7,-73.1
41238880,-1.96,-129.26,6.9,8.89,-23.3,24.3,-73.6
41415870,-1.91,-129.78,6.7,9.13,-23.1,24.0,-73.9
41592860,-1.86,-130.31,6.4,9.40,-22.8,23.7,-74.2
41769852,-1.80,-130.79,6.2,9.67,-22.6,23.4,-74.6
41946842,-1.78,-131.36,6.1,9.78,-22.3,23.1,-74.6
42123832,-1.75,-131.88,6.0,9.97,-22.1,22.9,-74.8
42300824,-1.71,-132.41,5.9,10.17,-21.8,22.6,-74.9
42477814,-1.70,-132.76,5.8,10.27,-21.6,22.4,-75.0
42654804,-1.68,-133.24,5.7,10.35,-21.4,22.1,-75.0
42831796,-1.67,-133.60,5.7,10.42,-21.2,21.9,-75.0
43008786,-1.66,-134.01,5.6,10.48,-21.0,21.7,-75.0
43185776,-1.65,-134.44,5.5,10.58,-20.8,21.5,-75.0
43362768,-1.62,-134.79,5.4,10.79,-20.6,21.3,-75.2
43539758,-1.59,-135.11,5.3,10.93,-20.5,21.1,-75.3
43716748,-1.59,-135.43,5.3,10.99,-20.3,21.0,-75.3
43893740,-1.57,-135.88,5.2,11.09,-20.1,20.7,-75.4
44070730,-1.56,-136.05,5.2,11.19,-20.0,20.6,-75.4
44247720,-1.54,-136.43,5.1,11.31,-19.8,20.5,-75.5
44424712,-1.54,-136.75,5.1,11.33,-19.6,20.3,-75.4
44601702,-1.52,-137.05,5.0,11.43,-19.5,20.1,-75.5
44778692,-1.51,-137.44,5.0,11.54,-19.3,19.9,-75.5
44955684,-1.50,-137.86,5.0,11.57,-19.1,19.7,-75.5
45132674,-1.50,-138.17,4.9,11.65,-18.9,19.6,-75.5
45309664,-1.48,-138.45,4.9,11.77,-18.8,19.4,-75.5
45486656,-1.48,-138.74,4.8,11.79,-18.7,19.3,-75.5
45663646,-1.46,-139.07,4.8,11.92,-18.5,19.1,-75.5
45840636,-1.47,-139.32,4.8,11.85,-18.4,19.0,-75.4
46017628,-1.45,-139.64,4.7,12.01,-18.2,18.8,-75.5
46194618,-1.45,-140.04,4.7,11.98,-18.0,18.6,-75.3
46371608,-1.45,-140.30,4.7,12.00,-17.9,18.5,-75.3
46548600,-1.43,-140.52,4.6,12.15,-17.8,18.4,-75.4
46725590,-1.44,-140.86,4.7,12.07,-17.6,18.2,-75.2
46902580,-1.44,-141.09,4.6,12.11,-17.5,18.1,-75.2
47079572,-1.44,-141.33,4.6,12.10,-17.4,18.0,-75.1
47256562,-1.44,-141.67,4.6,12.12,-17.2,17.9,-75.0
47433552,-1.43,-141.99,4.6,12.16,-17.1,17.7,-75.0
47610544,-1.43,-142.20,4.6,12.19,-17.0,17.6,-74.9
47787534,-1.44,-142.44,4.6,12.11,-16.9,17.5,-74.7
47964524,-1.43,-142.77,4.6,12.15,-16.7,17.3,-74.7
48141516,-1.43,-142.98,4.6,12.15,-16.6,17.2,-74.6
48318506,-1.42,-143.21,4.5,12.24,-16.5,17.1,-74.6
48495496,-1.43,-143.47,4.5,12.20,-16.4,17.0,-74.5
48672488,-1.41,-143.78,4.5,12.31,-16.2,16.8,-74.5
48849478,-1.42,-143.95,4.5,12.28,-16.1,16.8,-74.4
49026468,-1.42,-144.20,4.5,12.29,-16.0,16.6,-74.4
49203460,-1.41,-144.41,4.5,12.32,-15.9,16.5,-74.3
49380450,-1.41,-144.70,4.5,12.31,-15.8,16.4,-74.2
49557440,-1.40,-144.93,4.4,12.39,-15.7,16.3,-74.2
49734432,-1.42,-145.13,4.5,12.28,-15.6,16.2,-74.0
49911422,-1.41,-145.47,4.4,12.34,-15.4,16.1,-73.9
50088412,-1.42,-145.72,4.5,12.24,-15.3,15.9,-73.7
50265404,-1.40,-146.03,4.4,12.41,-15.2,15.8,-73.8
50442394,-1.41,-146.13,4.4,12.34,-15.1,15.7,-73.7
50619384,-1.41,-146.53,4.4,12.35,-14.9,15.6,-73.5
50796376,-1.41,-146.64,4.4,12.33,-14.9,15.5,-73.5
50973366,-1.41,-146.91,4.4,12.38,-14.7,15.4,-73.4
51150356,-1.41,-147.10,4.4,12.31,-14.7,15.3,-73.2
51327348,-1.41,-147.29,4.4,12.35,-14.6,15.2,-73.2
51504338,-1.40,-147.51,4.4,12.43,-14.5,15.1,-73.2
51681328,-1.41,-147.77,4.4,12.38,-14.3,15.0,-73.0
51858320,-1.40,-147.92,4.3,12.44,-14.3,14.9,-73.1
52035310,-1.39,-148.27,4.3,12.52,-14.1,14.8,-73.0
52212300,-1.40,-148.51,4.3,12.45,-14.0,14.7,-72.8
52389292,-1.40,-148.74,4.3,12.43,-13.9,14.6,-72.7
52566282,-1.40,-148.95,4.3,12.43,-13.8,14.5,-72.6
52743272,-1.40,-149.20,4.3,12.43,-13.7,14.3,-72.4
52920264,-1.39,-149.40,4.3,12.54,-13.6,14.2,-72.5
53097254,-1.40,-149.36,4.3,12.46,-13.6,14.3,-72.4
53274244,-1.39,-149.58,4.3,12.54,-13.5,14.2,-72.4
53451236,-1.40,-149.79,4.3,12.43,-13.4,14.1,-72.2
53628226,-1.40,-150.03,4.3,12.45,-13.3,14.0,-72.1
53805216,-1.39,-150.26,4.3,12.49,-13.2,13.9,-72.0
53982208,-1.39,-150.43,4.3,12.49,-13.1,13.8,-71.9
54159198,-1.39,-150.66,4.3,12.50,-13.0,13.7,-71.8
54336188,-1.39,-150.90,4.2,12.56,-12.9,13.6,-71.8
54513180,-1.39,-151.05,4.3,12.49,-12.8,13.5,-71.6
54690170,-1.39,-151.25,4.3,12.53,-12.7,13.4,-71.5
54867160,-1.38,-151.43,4.2,12.58,-12.6,13.3,-71.5
55044152,-1.40,-151.67,4.3,12.44,-12.5,13.2,-71.2
55221142,-1.38,-151.88,4.2,12.59,-12.4,13.1,-71.3
55398132,-1.38,-152.11,4.2,12.60,-12.3,13.0,-71.1
55575124,-1.37,-152.34,4.2,12.67,-12.2,12.9,-71.1
55752114,-1.38,-152.52,4.2,12.66,-12.1,12.8,-71.0
55929104,-1.39,-152.73,4.2,12.55,-12.0,12.8,-70.7
56106096,-1.40,-152.92,4.2,12.48,-12.0,12.7,-70.5
56283086,-1.39,-153.19,4.2,12.52,-11.8,12.6,-70.4
56460076,-1.38,-153.42,4.2,12.64,-11.7,12.5,-70.4
56637068,-1.39,-153.69,4.2,12.56,-11.6,12.3,-70.1
56814058,-1.39,-153.88,4.2,12.52,-11.5,12.3,-69.9
56991048,-1.38,-154.03,4.2,12.59,-11.5,12.2,-69.9
57168040,-1.38,-154.18,4.2,12.66,-11.4,12.1,-69.9
57345030,-1.38,-154.40,4.2,12.60,-11.3,12.0,-69.7
57522020,-1.38,-154.65,4.2,12.61,-11.2,11.9,-69.6
57699012,-1.38,-154.80,4.2,12.61,-11.1,11.9,-69.5
57876002,-1.38,-154.96,4.1,12.66,-11.0,11.8,-69.4
58052992,-1.38,-155.18,4.2,12.61,-10.9,11.7,-69.2
58229984,-1.37,-155.38,4.1,12.69,-10.8,11.6,-69.2
58406974,-1.38,-155.63,4.1,12.61,-10.7,11.5,-68.9
58583964,-1.38,-155.79,4.1,12.64,-10.7,11.4,-68.8
58760956,-1.39,-156.03,4.2,12.54,-10.5,11.3,-68.4
58937946,-1.38,-156.29,4.1,12.61,-10.4,11.2,-68.3
59114936,-1.38,-156.52,4.1,12.63,-10.3,11.1,-68.2
59291928,-1.38,-156.75,4.1,12.64,-10.2,11.0,-68.0
59468918,-1.37,-156.91,4.1,12.70,-10.1,10.9,-68.0
59645908,-1.38,-157.15,4.1,12.63,-10.0,10.8,-67.7
59822900,-1.38,-157.32,4.1,12.63,-10.0,10.8,-67.5
59999890,-1.37,-157.55,4.1,12.69,-9.9,10.7,-67.5
60176880,-1.37,-157.77,4.1,12.73,-9.8,10.6,-67.3
60353872,-1.37,-158.02,4.1,12.72,-9.6,10.5,-67.1
60530862,-1.38,-158.21,4.1,12.65,-9.6,10.4,-66.8
60707852,-1.38,-158.36,4.1,12.59,-9.5,10.3,-66.6
60884844,-1.38,-158.54,4.1,12.64,-9.4,10.3,-66.5
61061834,-1.38,-158.82,4.1,12.57,-9.3,10.2,-66.1
61238824,-1.39,-159.04,4.1,12.52,-9.2,10.1,-65.8
61415816,-1.37,-159.19,4.1,12.70,-9.1,10.0,-66.0
61592806,-1.38,-159.43,4.1,12.65,-9.0,9.9,-65.6
61769796,-1.38,-159.66,4.1,12.60,-8.9,9.8,-65.3
61946788,-1.38,-159.90,4.1,12.64,-8.8,9.7,-65.1
62123778,-1.37,-160.16,4.1,12.68,-8.7,9.6,-64.9
62300768,-1.39,-160.34,4.1,12.57,-8.6,9.5,-64.5
62477760,-1.38,-160.57,4.1,12.63,-8.5,9.4,-64.4
62654750,-1.38,-160.84,4.1,12.65,-8.4,9.3,-64.1
62831740,-1.38,-161.05,4.1,12.64,-8.3,9.2,-63.9
63008732,-1.37,-161.25,4.0,12.72,-8.2,9.1,-63.8
63185722,-1.37,-161.53,4.0,12.71,-8.1,9.0,-63.4
63362712,-1.37,-161.68,4.1,12.66,-8.0,9.0,-63.2
63539704,-1.38,-161.96,4.1,12.63,-7.9,8.9,-62.8
63716694,-1.39,-162.21,4.1,12.54,-7.8,8.8,-62.3
63893684,-1.39,-162.43,4.1,12.51,-7.7,8.7,-61.9
64070676,-1.39,-162.71,4.1,12.52,-7.6,8.6,-61.6
64247666,-1.41,-162.95,4.1,12.36,-7.4,8.5,-61.0
64424656,-1.41,-163.20,4.1,12.38,-7.3,8.4,-60.7
64601648,-1.42,-163.46,4.2,12.27,-7.2,8.3,-60.1
64778638,-1.43,-163.66,4.2,12.17,-7.1,8.3,-59.5
64955628,-1.43,-164.01,4.2,12.20,-7.0,8.1,-59.1
65132620,-1.44,-164.27,4.2,12.10,-6.9,8.1,-58.5
65309610,-1.45,-164.47,4.2,11.99,-6.8,8.0,-57.9
65486600,-1.46,-164.75,4.3,11.91,-6.6,7.9,-57.3
65663592,-1.48,-164.93,4.3,11.80,-6.6,7.9,-56.7
65840582,-1.49,-165.22,4.3,11.70,-6.4,7.8,-56.0
66017572,-1.50,-165.47,4.4,11.63,-6.3,7.7,-55.4
66194564,-1.51,-165.69,4.4,11.55,-6.2,7.6,-54.8
66371554,-1.53,-165.92,4.5,11.39,-6.1,7.6,-54.0
66548544,-1.54,-166.10,4.5,11.28,-6.0,7.5,-53.4
66725536,-1.55,-166.34,4.5,11.23,-5.9,7.5,-52.7
66902526,-1.58,-166.58,4.6,11.02,-5.8,7.4,-51.7
67079516,-1.60,-166.86,4.7,10.88,-5.7,7.4,-50.8
67256508,-1.61,-167.11,4.7,10.80,-5.6,7.3,-50.1
67433498,-1.64,-167.32,4.8,10.63,-5.5,7.3,-49.1
67610488,-1.67,-167.51,4.8,10.45,-5.4,7.3,-48.2
67787480,-1.69,-167.76,4.9,10.32,-5.3,7.2,-47.3
67964470,-1.71,-167.96,5.0,10.18,-5.2,7.2,-46.4
68141460,-1.72,-168.19,5.0,10.13,-5.1,7.1,-45.8
68318452,-1.75,-168.34,5.1,9.97,-5.1,7.2,-44.9
68495442,-1.77,-168.60,5.1,9.85,-4.9,7.1,-43.9
68672432,-1.80,-168.73,5.2,9.67,-4.9,7.1,-43.1
68849424,-1.82,-168.93,5.3,9.58,-4.8,7.1,-42.3
69026414,-1.86,-169.16,5.4,9.39,-4.7,7.1,-41.1
69203404,-1.88,-169.34,5.4,9.28,-4.6,7.1,-40.3
69380396,-1.91,-169.52,5.5,9.12,-4.5,7.1,-39.3
69557386,-1.95,-169.70,5.6,8.96,-4.4,7.2,-38.3
69734376,-1.97,-169.87,5.7,8.84,-4.4,7.2,-37.5
69911368,-2.00,-170.04,5.8,8.70,-4.3,7.2,-36.6
70088358,-2.05,-170.18,5.9,8.50,-4.2,7.3,-35.6
70265348,-2.10,-170.30,6.0,8.33,-4.2,7.4,-34.7
70442340,-2.14,-170.43,6.2,8.17,-4.1,7.4,-33.8
70619330,-2.19,-170.49,6.3,7.99,-4.1,7.5,-33.0
70796320,-2.23,-170.55,6.4,7.83,-4.1,7.6,-32.3
70973312,-2.28,-170.65,6.6,7.66,-4.0,7.7,-31.4
71150302,-2.34,-170.60,6.7,7.47,-4.0,7.9,-30.9
71327292,-2.39,-170.50,6.9,7.31,-4.1,8.0,-30.6
71504284,-2.44,-170.50,7.0,7.16,-4.1,8.1,-30.1
71681274,-2.48,-170.39,7.1,7.06,-4.1,8.2,-30.0
71858264,-2.52,-170.19,7.2,6.95,-4.2,8.4,-30.1
72035256,-2.56,-170.04,7.4,6.83,-4.3,8.5,-30.0
72212246,-2.59,-169.80,7.5,6.75,-4.4,8.6,-30.3
72389236,-2.63,-169.62,7.6,6.67,-4.4,8.8,-30.4
72566228,-2.65,-169.33,7.6,6.60,-4.6,8.9,-30.8
72743218,-2.67,-169.14,7.7,6.55,-4.6,9.0,-31.1
72920208,-2.70,-168.91,7.8,6.48,-4.7,9.1,-31.3
73097200,-2.72,-168.64,7.8,6.43,-4.9,9.2,-31.7
73274190,-2.73,-168.39,7.9,6.42,-5.0,9.3,-32.2
73451180,-2.73,-168.11,7.9,6.42,-5.1,9.4,-32.8
73628172,-2.73,-167.84,7.9,6.41,-5.2,9.4,-33.4
73805162,-2.71,-167.54,7.8,6.45,-5.3,9.5,-34.2
73982152,-2.70,-167.25,7.8,6.48,-5.5,9.5,-34.9
74159144,-2.70,-167.02,7.8,6.49,-5.6,9.6,-35.4
74336134,-2.67,-166.84,7.7,6.56,-5.6,9.6,-36.1
74513124,-2.65,-166.61,7.7,6.62,-5.7,9.6,-36.8
74690116,-2.62,-166.41,7.6,6.68,-5.8,9.6,-37.5
74867106,-2.60,-166.29,7.5,6.73,-5.9,9.6,-38.0
75044096,-2.55,-166.22,7.4,6.85,-5.9,9.5,-38.6
75221088,-2.53,-166.08,7.3,6.90,-6.0,9.5,-39.1
75398078,-2.51,-166.02,7.3,6.97,-6.0,9.4,-39.5
75575068,-2.47,-165.99,7.2,7.08,-6.0,9.4,-40.0
75752060,-2.45,-165.94,7.1,7.13,-6.0,9.3,-40.3
75929050,-2.43,-165.82,7.0,7.20,-6.1,9.3,-40.9
76106040,-2.41,-165.80,7.0,7.27,-6.1,9.3,-41.2
76283032,-2.38,-165.79,6.9,7.34,-6.1,9.2,-41.5
76460022,-2.34,-165.70,6.8,7.46,-6.2,9.2,-42.1
76637012,-2.31,-165.73,6.7,7.56,-6.1,9.1,-42.5
76814004,-2.28,-165.75,6.6,7.67,-6.1,9.0,-42.9
76990994,-2.25,-165.69,6.5,7.77,-6.2,9.0,-43.3
77167984,-2.22,-165.74,6.4,7.88,-6.2,8.9,-43.7
77344976,-2.20,-165.68,6.4,7.94,-6.2,8.9,-44.0
77521966,-2.16,-165.79,6.3,8.07,-6.1,8.8,-44.3
77698956,-2.13,-165.82,6.2,8.21,-6.1,8.7,-44.7
77875948,-2.09,-165.92,6.1,8.34,-6.1,8.6,-45.0
78052938,-2.06,-166.02,6.0,8.48,-6.0,8.5,-45.3
78229928,-2.03,-166.06,5.9,8.62,-6.0,8.4,-45.7
78406920,-2.00,-166.06,5.8,8.74,-6.0,8.4,-46.1
78583910,-1.96,-166.19,5.7,8.89,-6.0,8.3,-46.3
78760900,-1.93,-166.34,5.6,9.02,-5.9,8.2,-46.5
78937892,-1.91,-166.44,5.5,9.16,-5.9,8.1,-46.7
79114882,-1.88,-166.60,5.5,9.29,-5.8,8.0,-46.8
79291872,-1.85,-166.73,5.4,9.41,-5.8,7.9,-46.9
79468864,-1.83,-166.87,5.3,9.50,-5.7,7.8,-46.9
79645854,-1.81,-167.01,5.3,9.63,-5.6,7.7,-47.0
79822844,-1.79,-167.20,5.2,9.72,-5.5,7.6,-46.8
79999836,-1.76,-167.34,5.1,9.92,-5.5,7.5,-47.1
80176826,-1.73,-167.51,5.0,10.07,-5.4,7.4,-47.1
80353816,-1.71,-167.63,5.0,10.18,-5.4,7.3,-47.2
80530808,-1.69,-167.80,4.9,10.33,-5.3,7.2,-47.2
80707798,-1.67,-167.98,4.8,10.43,-5.2,7.1,-47.1
80884788,-1.66,-168.13,4.8,10.48,-5.1,7.1,-46.9
81061780,-1.64,-168.28,4.8,10.60,-5.1,7.0,-46.9
81238770,-1.63,-168.44,4.7,10.71,-5.0,6.9,-46.8
81415760,-1.61,-168.67,4.7,10.80,-4.9,6.8,-46.4
81592752,-1.60,-168.88,4.6,10.89,-4.8,6.7,-46.2
81769742,-1.58,-168.98,4.6,11.02,-4.8,6.6,-46.3
81946732,-1.56,-169.09,4.5,11.19,-4.7,6.5,-46.4
82123724,-1.54,-169.32,4.5,11.30,-4.6,6.4,-46.1
82300714,-1.53,-169.48,4.4,11.40,-4.6,6.4,-45.9
82477704,-1.53,-169.62,4.4,11.41,-4.5,6.3,-45.6
82654696,-1.51,-169.79,4.4,11.50,-4.4,6.2,-45.3
82831686,-1.49,-169.95,4.3,11.69,-4.4,6.1,-45.3
83008676,-1.49,-170.10,4.3,11.66,-4.3,6.1,-44.8
83185668,-1.47,-170.27,4.3,11.83,-4.2,6.0,-44.8
83362658,-1.46,-170.42,4.2,11.93,-4.2,5.9,-44.6
83539648,-1.45,-170.59,4.2,11.98,-4.1,5.9,-44.2
83716640,-1.44,-170.81,4.2,12.11,-4.0,5.8,-43.8
83893630,-1.43,-170.92,4.1,12.16,-3.9,5.7,-43.6
84070620,-1.42,-171.06,4.1,12.30,-3.9,5.6,-43.5
84247612,-1.40,-171.16,4.1,12.40,-3.8,5.6,-43.4
84424602,-1.40,-171.33,4.0,12.43,-3.8,5.5,-43.0
84601592,-1.39,-171.52,4.0,12.52,-3.7,5.4,-42.5
84778584,-1.39,-171.73,4.0,12.51,-3.6,5.4,-41.8
84955574,-1.37,-171.83,4.0,12.66,-3.5,5.3,-41.8
85132564,-1.36,-172.00,3.9,12.78,-3.5,5.2,-41.5
85309556,-1.36,-172.13,3.9,12.77,-3.4,5.2,-41.0
85486546,-1.35,-172.32,3.9,12.87,-3.3,5.1,-40.5
85663536,-1.34,-172.44,3.9,12.98,-3.3,5.1,-40.3
85840528,-1.33,-172.60,3.8,13.09,-3.2,5.0,-40.0
86017518,-1.34,-172.81,3.9,13.01,-3.1,5.0,-39.0
86194508,-1.32,-172.97,3.8,13.16,-3.1,4.9,-38.7
86371500,-1.33,-173.07,3.8,13.06,-3.0,4.9,-38.1
86548490,-1.33,-173.22,3.8,13.13,-2.9,4.8,-37.6
86725480,-1.32,-173.29,3.8,13.20,-2.9,4.8,-37.5
86902472,-1.31,-173.42,3.8,13.29,-2.9,4.7,-37.1
87079462,-1.30,-173.58,3.8,13.36,-2.8,4.7,-36.6
87256452,-1.30,-173.70,3.7,13.44,-2.7,4.6,-36.2
87433444,-1.29,-173.89,3.7,13.50,-2.7,4.6,-35.5
87610434,-1.29,-174.05,3.7,13.50,-2.6,4.5,-34.8
87787424,-1.29,-174.21,3.7,13.51,-2.5,4.5,-34.1
87964416,-1.27,-174.28,3.7,13.69,-2.5,4.4,-34.2
88141406,-1.28,-174.46,3.7,13.60,-2.4,4.4,-33.1
