Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
30619440,-4.71,-128.29,16.1,3.78,-22.2,27.4,-54.1
30796430,-4.72,-128.72,16.1,3.77,-22.0,27.2,-53.8
30973420,-4.75,-129.13,16.1,3.75,-21.7,27.0,-53.5
31150412,-4.74,-129.50,16.0,3.75,-21.6,26.9,-53.4
31327402,-4.75,-129.92,16.0,3.75,-21.4,26.7,-53.2
31504392,-4.78,-130.27,16.0,3.73,-21.2,26.6,-52.9
31681384,-4.78,-130.72,16.0,3.73,-21.0,26.4,-52.7
31858374,-4.80,-131.14,16.0,3.71,-20.8,26.2,-52.3
32035364,-4.80,-131.50,16.0,3.71,-20.6,26.1,-52.2
32212356,-4.83,-131.99,16.0,3.69,-20.3,25.9,-51.8
32389346,-4.86,-132.57,16.0,3.67,-20.0,25.7,-51.3
32566336,-4.89,-133.00,16.1,3.64,-19.8,25.5,-50.9
32743328,-4.91,-133.52,16.1,3.63,-19.6,25.3,-50.6
32920318,-4.97,-134.17,16.2,3.59,-19.2,25.1,-49.9
33097308,-5.01,-134.79,16.2,3.56,-18.9,24.9,-49.3
33274300,-5.07,-135.52,16.3,3.52,-18.5,24.7,-48.6
33451290,-5.25,-136.00,16.8,3.41,-18.2,24.8,-47.3
33628280,-5.41,-136.50,17.2,3.31,-17.9,24.8,-46.0
33805272,-5.61,-136.93,17.8,3.20,-17.5,25.0,-44.6
33982262,-5.75,-135.68,18.3,3.13,-18.0,25.7,-44.5
34159252,-5.89,-134.38,18.9,3.06,-18.4,26.4,-44.4
34336244,-6.03,-132.95,19.4,3.00,-18.9,27.1,-44.3
34513234,-5.87,-132.12,19.1,3.07,-19.4,27.2,-45.5
34690224,-5.68,-131.27,18.7,3.16,-20.0,27.3,-47.0
34867216,-5.51,-130.33,18.3,3.26,-20.5,27.5,-48.3
35044206,-5.36,-130.92,17.7,3.34,-20.4,27.0,-49.0
35221196,-5.22,-131.56,17.2,3.43,-20.2,26.6,-49.6
35398188,-5.10,-131.98,16.8,3.51,-20.1,26.2,-50.1
35575178,-5.06,-132.68,16.6,3.53,-19.8,25.9,-50.0
35752168,-5.01,-133.25,16.4,3.57,-19.6,25.6,-50.1
35929160,-4.97,-133.89,16.2,3.59,-19.4,25.3,-50.0
36106150,-4.97,-134.32,16.2,3.59,-19.2,25.1,-49.8
36283140,-4.97,-134.85,16.1,3.59,-18.9,24.8,-49.6
36460132,-4.95,-135.48,16.0,3.61,-18.7,24.6,-49.4
36637122,-4.95,-135.80,16.0,3.60,-18.5,24.4,-49.2
36814112,-4.95,-136.20,15.9,3.60,-18.3,24.3,-49.0
36991104,-4.96,-136.61,15.9,3.60,-18.1,24.1,-48.8
37168094,-4.97,-136.95,15.9,3.59,-18.0,24.0,-48.5
37345084,-4.96,-137.31,15.8,3.59,-17.8,23.8,-48.3
37522076,-4.95,-137.59,15.8,3.60,-17.7,23.7,-48.3
37699066,-4.97,-137.99,15.8,3.59,-17.5,23.6,-47.9
37876056,-4.98,-138.45,15.8,3.58,-17.3,23.4,-47.6
38053048,-4.98,-138.87,15.7,3.58,-17.1,23.3,-47.4
38230038,-4.97,-139.07,15.7,3.59,-17.0,23.2,-47.3
38407028,-4.97,-139.27,15.7,3.59,-16.9,23.1,-47.2
38584020,-5.00,-139.52,15.7,3.57,-16.8,23.0,-46.9
38761010,-4.99,-139.90,15.7,3.58,-16.6,22.9,-46.7
38938000,-4.99,-140.15,15.6,3.58,-16.5,22.8,-46.6
39114992,-4.98,-140.52,15.6,3.59,-16.4,22.6,-46.4
39291982,-5.01,-140.85,15.6,3.57,-16.2,22.5,-46.0
39468972,-5.00,-141.01,15.6,3.57,-16.2,22.5,-46.0
39645964,-5.03,-141.36,15.7,3.55,-16.0,22.4,-45.6
39822954,-5.00,-141.75,15.6,3.57,-15.8,22.2,-45.5
39999944,-5.01,-142.05,15.6,3.56,-15.7,22.1,-45.2
40176936,-5.02,-142.27,15.6,3.56,-15.6,22.0,-45.1
40353926,-5.03,-142.55,15.6,3.55,-15.5,21.9,-44.8
40530916,-5.04,-142.76,15.6,3.54,-15.4,21.9,-44.6
40707908,-5.06,-143.17,15.6,3.53,-15.2,21.8,-44.2
40884898,-5.06,-143.33,15.6,3.53,-15.1,21.7,-44.1
41061888,-5.05,-143.72,15.5,3.54,-14.9,21.5,-43.9
41238880,-5.05,-143.96,15.5,3.53,-14.8,21.5,-43.7
41415870,-5.06,-144.20,15.5,3.53,-14.7,21.4,-43.5
41592860,-5.07,-144.49,15.5,3.53,-14.6,21.3,-43.3
41769852,-5.07,-144.73,15.5,3.52,-14.5,21.2,-43.1
41946842,-5.08,-144.98,15.5,3.51,-14.4,21.2,-42.8
42123832,-5.08,-145.20,15.5,3.52,-14.3,21.1,-42.7
42300824,-5.08,-145.44,15.5,3.52,-14.2,21.0,-42.5
42477814,-5.08,-145.70,15.5,3.51,-14.1,20.9,-42.3
42654804,-5.09,-146.09,15.5,3.51,-13.9,20.8,-42.0
42831796,-5.11,-146.36,15.5,3.50,-13.8,20.7,-41.7
43008786,-5.12,-146.70,15.5,3.49,-13.6,20.6,-41.4
43185776,-5.11,-146.96,15.5,3.50,-13.5,20.5,-41.2
43362768,-5.11,-147.19,15.4,3.50,-13.4,20.5,-41.0
43539758,-5.11,-147.38,15.4,3.50,-13.3,20.4,-40.9
43716748,-5.12,-147.63,15.4,3.49,-13.2,20.3,-40.6
43893740,-5.11,-147.97,15.4,3.49,-13.1,20.2,-40.4
44070730,-5.12,-148.08,15.4,3.49,-13.0,20.2,-40.3
44247720,-5.11,-148.37,15.3,3.50,-12.9,20.1,-40.1
44424712,-5.12,-148.68,15.3,3.49,-12.8,20.0,-39.8
44601702,-5.13,-148.82,15.4,3.48,-12.7,19.9,-39.6
44778692,-5.13,-149.08,15.4,3.48,-12.6,19.9,-39.4
44955684,-5.15,-149.43,15.4,3.47,-12.5,19.8,-39.0
45132674,-5.14,-149.63,15.3,3.48,-12.4,19.7,-38.9
45309664,-5.14,-149.85,15.3,3.48,-12.3,19.6,-38.7
45486656,-5.15,-150.11,15.3,3.47,-12.2,19.6,-38.4
45663646,-5.14,-150.35,15.3,3.48,-12.1,19.5,-38.3
45840636,-5.16,-150.54,15.3,3.46,-12.0,19.5,-38.0
46017628,-5.15,-150.78,15.3,3.47,-11.9,19.4,-37.9
46194618,-5.15,-151.14,15.3,3.47,-11.7,19.3,-37.5
46371608,-5.15,-151.41,15.3,3.47,-11.6,19.2,-37.3
46548600,-5.14,-151.56,15.2,3.48,-11.6,19.1,-37.2
46725590,-5.15,-151.94,15.2,3.47,-11.4,19.0,-36.8
46902580,-5.15,-152.11,15.2,3.47,-11.3,19.0,-36.7
47079572,-5.15,-152.35,15.2,3.47,-11.2,18.9,-36.4
47256562,-5.16,-152.72,15.2,3.46,-11.1,18.8,-36.0
47433552,-5.17,-153.03,15.2,3.46,-10.9,18.7,-35.7
47610544,-5.18,-153.24,15.2,3.45,-10.8,18.7,-35.4
47787534,-5.19,-153.54,15.2,3.44,-10.7,18.6,-35.1
47964524,-5.19,-153.88,15.2,3.44,-10.6,18.5,-34.8
48141516,-5.20,-154.08,15.2,3.44,-10.5,18.5,-34.5
48318506,-5.19,-154.37,15.2,3.44,-10.4,18.4,-34.3
48495496,-5.20,-154.70,15.2,3.44,-10.2,18.3,-33.9
48672488,-5.18,-155.01,15.1,3.45,-10.1,18.2,-33.7
48849478,-5.21,-155.20,15.2,3.43,-10.0,18.2,-33.4
49026468,-5.22,-155.47,15.2,3.43,-9.9,18.2,-33.1
49203460,-5.24,-155.69,15.3,3.42,-9.8,18.1,-32.7
49380450,-5.24,-156.08,15.2,3.41,-9.6,18.0,-32.3
49557440,-5.23,-156.35,15.2,3.42,-9.5,17.9,-32.1
49734432,-5.24,-156.73,15.2,3.41,-9.4,17.9,-31.6
49911422,-5.24,-157.10,15.2,3.42,-9.2,17.8,-31.3
50088412,-5.26,-157.52,15.2,3.40,-9.0,17.7,-30.7
50265404,-5.25,-157.84,15.2,3.41,-8.9,17.6,-30.4
50442394,-5.28,-158.15,15.2,3.39,-8.8,17.6,-29.9
50619384,-5.28,-158.68,15.2,3.39,-8.6,17.5,-29.3
50796376,-5.32,-158.99,15.3,3.37,-8.4,17.5,-28.8
50973366,-5.33,-159.56,15.3,3.36,-8.2,17.4,-28.1
51150356,-5.36,-160.14,15.4,3.34,-7.9,17.3,-27.3
51327348,-5.39,-160.66,15.4,3.32,-7.7,17.3,-26.6
51504338,-5.48,-161.08,15.6,3.28,-7.5,17.4,-25.7
51681328,-5.58,-161.69,15.9,3.22,-7.3,17.5,-24.6
51858320,-5.67,-162.19,16.1,3.17,-7.0,17.6,-23.6
52035310,-5.77,-162.44,16.4,3.12,-6.9,17.8,-22.9
52212300,-5.90,-162.74,16.7,3.06,-6.8,18.0,-22.0
52389292,-6.04,-162.98,17.0,2.99,-6.6,18.3,-21.3
52566282,-6.19,-162.47,17.5,2.92,-6.8,18.7,-21.2
52743272,-6.34,-162.02,17.9,2.86,-6.9,19.2,-21.2
52920264,-6.50,-161.55,18.3,2.80,-7.1,19.6,-21.1
53097254,-6.56,-160.07,18.5,2.77,-7.6,20.0,-22.4
53274244,-6.59,-158.80,18.6,2.76,-8.1,20.3,-23.5
53451236,-6.64,-157.59,18.9,2.74,-8.5,20.7,-24.4
53628226,-6.52,-156.59,18.6,2.79,-9.0,20.6,-25.8
53805216,-6.39,-155.58,18.3,2.84,-9.4,20.6,-27.2
53982208,-6.28,-154.50,18.1,2.89,-9.9,20.6,-28.7
54159198,-6.12,-154.61,17.7,2.96,-9.9,20.3,-29.3
54336188,-5.95,-154.66,17.2,3.03,-10.0,19.9,-30.1
54513180,-5.81,-154.62,16.8,3.10,-10.0,19.6,-30.8
54690170,-5.72,-155.08,16.6,3.15,-9.9,19.3,-30.8
54867160,-5.63,-155.48,16.3,3.19,-9.8,19.0,-30.8
55044152,-5.57,-155.90,16.1,3.23,-9.6,18.8,-30.8
55221142,-5.51,-156.38,16.0,3.26,-9.4,18.5,-30.6
55398132,-5.46,-156.88,15.8,3.29,-9.2,18.3,-30.3
55575124,-5.42,-157.37,15.7,3.31,-9.1,18.1,-30.1
55752114,-5.40,-157.70,15.6,3.32,-8.9,18.0,-29.8
55929104,-5.37,-158.19,15.5,3.34,-8.7,17.8,-29.4
56106096,-5.35,-158.57,15.4,3.35,-8.6,17.6,-29.1
56283086,-5.35,-158.86,15.4,3.35,-8.5,17.6,-28.8
56460076,-5.33,-159.08,15.3,3.36,-8.4,17.5,-28.7
56637068,-5.33,-159.42,15.3,3.36,-8.3,17.4,-28.3
56814058,-5.33,-159.78,15.3,3.36,-8.1,17.3,-27.9
56991048,-5.31,-160.01,15.2,3.37,-8.0,17.2,-27.7
57168040,-5.30,-160.26,15.2,3.38,-7.9,17.1,-27.5
57345030,-5.29,-160.61,15.2,3.38,-7.8,17.1,-27.1
57522020,-5.28,-160.94,15.1,3.39,-7.6,16.9,-26.8
57699012,-5.28,-161.19,15.1,3.39,-7.5,16.9,-26.5
57876002,-5.28,-161.40,15.1,3.39,-7.5,16.9,-26.3
58052992,-5.29,-161.70,15.1,3.39,-7.3,16.8,-25.9
58229984,-5.29,-161.95,15.1,3.39,-7.2,16.7,-25.6
58406974,-5.27,-162.22,15.0,3.40,-7.1,16.7,-25.3
58583964,-5.26,-162.39,15.0,3.40,-7.1,16.6,-25.2
58760956,-5.25,-162.72,15.0,3.41,-6.9,16.5,-24.8
58937946,-5.25,-162.99,15.0,3.41,-6.8,16.5,-24.5
59114936,-5.26,-163.24,15.0,3.40,-6.7,16.4,-24.2
59291928,-5.26,-163.54,15.0,3.40,-6.6,16.4,-23.8
59468918,-5.25,-163.65,15.0,3.41,-6.6,16.3,-23.7
59645908,-5.25,-163.94,14.9,3.41,-6.4,16.3,-23.3
59822900,-5.24,-164.11,14.9,3.41,-6.4,16.2,-23.1
59999890,-5.23,-164.33,14.9,3.42,-6.3,16.1,-22.9
60176880,-5.23,-164.59,14.9,3.42,-6.2,16.1,-22.6
60353872,-5.22,-164.84,14.8,3.43,-6.1,16.0,-22.3
60530862,-5.22,-165.01,14.8,3.43,-6.0,16.0,-22.1
60707852,-5.24,-165.13,14.9,3.42,-6.0,16.0,-21.8
60884844,-5.22,-165.26,14.8,3.43,-5.9,15.9,-21.7
61061834,-5.23,-165.56,14.8,3.42,-5.8,15.9,-21.3
61238824,-5.23,-165.89,14.8,3.42,-5.7,15.9,-20.9
61415816,-5.22,-166.03,14.8,3.43,-5.6,15.8,-20.7
61592806,-5.23,-166.32,14.8,3.42,-5.5,15.8,-20.3
61769796,-5.23,-166.54,14.8,3.42,-5.4,15.7,-20.0
61946788,-5.22,-166.74,14.8,3.43,-5.3,15.7,-19.8
62123778,-5.22,-167.00,14.7,3.43,-5.2,15.6,-19.4
62300768,-5.23,-167.17,14.8,3.42,-5.1,15.7,-19.2
62477760,-5.22,-167.37,14.7,3.43,-5.1,15.6,-18.9
62654750,-5.21,-167.59,14.7,3.43,-5.0,15.5,-18.6
62831740,-5.21,-167.78,14.7,3.43,-4.9,15.5,-18.4
63008732,-5.20,-167.92,14.7,3.44,-4.8,15.5,-18.2
63185722,-5.19,-168.22,14.7,3.44,-4.7,15.4,-17.8
63362712,-5.20,-168.36,14.7,3.44,-4.7,15.4,-17.6
63539704,-5.19,-168.63,14.6,3.44,-4.6,15.3,-17.3
63716694,-5.19,-168.89,14.6,3.44,-4.5,15.3,-16.9
63893684,-5.19,-169.08,14.6,3.45,-4.4,15.3,-16.7
64070676,-5.17,-169.30,14.6,3.46,-4.3,15.2,-16.4
64247666,-5.18,-169.46,14.6,3.45,-4.2,15.2,-16.1
64424656,-5.17,-169.63,14.6,3.46,-4.2,15.2,-15.9
64601648,-5.18,-169.85,14.6,3.45,-4.1,15.1,-15.6
64778638,-5.19,-170.03,14.6,3.45,-4.0,15.1,-15.3
64955628,-5.18,-170.38,14.6,3.45,-3.9,15.1,-14.8
65132620,-5.19,-170.65,14.6,3.45,-3.7,15.1,-14.4
65309610,-5.18,-170.84,14.6,3.45,-3.7,15.0,-14.1
65486600,-5.17,-171.08,14.5,3.46,-3.6,15.0,-13.8
65663592,-5.16,-171.24,14.5,3.46,-3.5,14.9,-13.6
65840582,-5.16,-171.51,14.5,3.47,-3.4,14.9,-13.2
66017572,-5.16,-171.80,14.5,3.47,-3.3,14.9,-12.8
66194564,-5.16,-172.00,14.5,3.47,-3.2,14.8,-12.5
66371554,-5.17,-172.34,14.5,3.46,-3.1,14.8,-11.9
66548544,-5.17,-172.53,14.5,3.46,-3.0,14.8,-11.7
66725536,-5.16,-172.82,14.5,3.47,-2.9,14.8,-11.2
66902526,-5.18,-173.14,14.5,3.45,-2.7,14.8,-10.7
67079516,-5.18,-173.42,14.5,3.45,-2.6,14.8,-10.3
67256508,-5.19,-173.69,14.5,3.45,-2.5,14.8,-9.8
67433498,-5.19,-174.05,14.5,3.45,-2.4,14.7,-9.3
67610488,-5.19,-174.34,14.5,3.45,-2.3,14.7,-8.8
67787480,-5.19,-174.69,14.5,3.44,-2.1,14.7,-8.3
67964470,-5.21,-175.03,14.6,3.43,-2.0,14.7,-7.7
68141460,-5.22,-175.37,14.6,3.43,-1.8,14.7,-7.2
68318452,-5.25,-175.70,14.7,3.41,-1.7,14.8,-6.7
68495442,-5.26,-176.08,14.7,3.40,-1.6,14.8,-6.1
68672432,-5.31,-176.39,14.8,3.38,-1.4,14.9,-5.5
68849424,-5.31,-176.78,14.8,3.37,-1.3,14.9,-4.9
69026414,-5.36,-177.12,15.0,3.34,-1.1,15.0,-4.4
69203404,-5.40,-177.38,15.1,3.32,-1.0,15.1,-3.9
69380396,-5.45,-177.68,15.2,3.29,-0.9,15.2,-3.5
69557386,-5.51,-177.96,15.4,3.26,-0.8,15.4,-3.0
69734376,-5.56,-178.17,15.5,3.23,-0.7,15.5,-2.7
69911368,-5.62,-178.40,15.6,3.20,-0.6,15.7,-2.3
70088358,-5.71,-178.52,15.9,3.15,-0.6,15.9,-2.1
70265348,-5.80,-178.59,16.1,3.11,-0.6,16.1,-2.0
70442340,-5.87,-178.69,16.3,3.07,-0.5,16.3,-1.8
70619330,-5.95,-178.49,16.5,3.03,-0.6,16.5,-2.0
70796320,-6.02,-178.32,16.7,3.00,-0.7,16.7,-2.2
70973312,-6.10,-178.22,16.9,2.96,-0.7,16.9,-2.3
71150302,-6.17,-177.92,17.1,2.93,-0.8,17.1,-2.7
71327292,-6.24,-177.45,17.2,2.90,-1.0,17.3,-3.3
71504284,-6.31,-177.19,17.4,2.87,-1.1,17.4,-3.5
71681274,-6.34,-176.63,17.5,2.86,-1.3,17.5,-4.2
71858264,-6.39,-175.93,17.6,2.84,-1.6,17.7,-5.1
72035256,-6.43,-175.25,17.7,2.82,-1.8,17.8,-5.8
72212246,-6.40,-174.55,17.7,2.84,-2.1,17.8,-6.7
72389236,-6.36,-173.95,17.6,2.85,-2.3,17.7,-7.5
72566228,-6.33,-173.18,17.5,2.86,-2.6,17.7,-8.5
72743218,-6.25,-172.85,17.3,2.90,-2.8,17.5,-9.0
72920208,-6.18,-172.45,17.1,2.93,-2.9,17.4,-9.7
73097200,-6.09,-171.95,16.9,2.97,-3.1,17.2,-10.4
73274190,-6.00,-171.96,16.7,3.01,-3.1,17.0,-10.6
73451180,-5.92,-171.88,16.5,3.05,-3.2,16.8,-10.9
73628172,-5.83,-171.83,16.2,3.09,-3.2,16.6,-11.1
73805162,-5.74,-171.94,16.0,3.13,-3.2,16.3,-11.2
73982152,-5.67,-172.02,15.8,3.17,-3.1,16.1,-11.2
74159144,-5.60,-172.21,15.7,3.21,-3.1,16.0,-11.1
74336134,-5.55,-172.53,15.5,3.23,-2.9,15.8,-10.8
74513124,-5.50,-172.75,15.4,3.26,-2.9,15.6,-10.6
74690116,-5.44,-173.01,15.2,3.30,-2.8,15.5,-10.3
74867106,-5.41,-173.26,15.1,3.31,-2.7,15.4,-10.0
75044096,-5.35,-173.51,15.0,3.35,-2.6,15.2,-9.8
75221088,-5.32,-173.76,14.9,3.37,-2.5,15.1,-9.5
75398078,-5.31,-174.02,14.9,3.37,-2.4,15.0,-9.1
75575068,-5.25,-174.35,14.7,3.41,-2.3,14.9,-8.7
75752060,-5.24,-174.66,14.7,3.42,-2.1,14.8,-8.3
75929050,-5.22,-174.80,14.6,3.43,-2.1,14.8,-8.1
76106040,-5.21,-175.13,14.6,3.44,-1.9,14.7,-7.6
76283032,-5.17,-175.42,14.5,3.46,-1.8,14.6,-7.2
76460022,-5.16,-175.57,14.4,3.47,-1.8,14.6,-7.0
76637012,-5.15,-175.87,14.4,3.47,-1.7,14.5,-6.5
76814004,-5.13,-176.15,14.4,3.49,-1.5,14.4,-6.1
76990994,-5.12,-176.31,14.3,3.49,-1.5,14.4,-5.9
77167984,-5.10,-176.52,14.3,3.50,-1.4,14.4,-5.6
77344976,-5.10,-176.72,14.3,3.50,-1.3,14.3,-5.3
77521966,-5.09,-177.00,14.2,3.51,-1.2,14.3,-4.8
77698956,-5.08,-177.22,14.2,3.52,-1.1,14.3,-4.5
77875948,-5.07,-177.49,14.2,3.52,-1.0,14.2,-4.1
78052938,-5.05,-177.69,14.2,3.53,-0.9,14.2,-3.7
78229928,-5.03,-177.88,14.1,3.55,-0.9,14.1,-3.5
78406920,-5.03,-178.03,14.1,3.55,-0.8,14.1,-3.2
78583910,-5.02,-178.24,14.1,3.55,-0.7,14.1,-2.9
78760900,-5.02,-178.38,14.1,3.56,-0.6,14.1,-2.6
78937892,-5.01,-178.60,14.0,3.56,-0.6,14.0,-2.3
79114882,-5.00,-178.82,14.0,3.57,-0.5,14.0,-1.9
79291872,-4.98,-179.03,14.0,3.58,-0.4,14.0,-1.6
79468864,-4.98,-179.27,14.0,3.58,-0.3,14.0,-1.2
79645854,-4.98,-179.47,14.0,3.58,-0.2,14.0,-0.9
79822844,-4.98,-179.72,14.0,3.58,-0.1,14.0,-0.5
79999836,-4.97,-179.79,13.9,3.59,-0.1,13.9,-0.3
80176826,-4.96,179.99,13.9,3.60,0.0,13.9,0.0
80353816,-4.97,179.83,13.9,3.59,0.1,13.9,0.3
80530808,-4.97,179.62,13.9,3.59,0.2,13.9,0.6
80707798,-4.96,179.50,13.9,3.60,0.2,13.9,0.8
80884788,-4.96,179.28,13.9,3.60,0.3,13.9,1.2
81061780,-4.94,179.11,13.9,3.61,0.4,13.9,1.5
81238770,-4.94,178.96,13.8,3.61,0.4,13.9,1.7
81415760,-4.93,178.63,13.8,3.62,0.6,13.8,2.3
81592752,-4.93,178.40,13.8,3.62,0.6,13.8,2.7
81769742,-4.92,178.30,13.8,3.63,0.7,13.8,2.8
81946732,-4.92,178.12,13.8,3.63,0.8,13.8,3.1
82123724,-4.92,177.88,13.8,3.63,0.9,13.8,3.5
82300714,-4.90,177.71,13.7,3.64,0.9,13.8,3.9
82477704,-4.91,177.47,13.8,3.63,1.0,13.8,4.2
82654696,-4.90,177.36,13.8,3.64,1.1,13.8,4.4
82831686,-4.89,177.14,13.7,3.65,1.2,13.8,4.8
83008676,-4.90,176.82,13.7,3.64,1.3,13.8,5.3
83185668,-4.87,176.62,13.7,3.66,1.4,13.8,5.7
83362658,-4.88,176.40,13.7,3.65,1.5,13.8,6.1
83539648,-4.90,176.12,13.7,3.64,1.6,13.8,6.5
83716640,-4.89,175.80,13.7,3.65,1.7,13.8,7.0
83893630,-4.90,175.57,13.8,3.64,1.8,13.9,7.4
84070620,-4.91,175.39,13.8,3.63,1.9,13.9,7.7
84247612,-4.91,175.15,13.8,3.63,2.0,13.9,8.1
84424602,-4.93,174.85,13.8,3.62,2.1,14.0,8.5
84601592,-4.93,174.60,13.8,3.62,2.2,14.0,8.9
84778584,-4.95,174.27,13.9,3.60,2.3,14.1,9.4
84955574,-4.96,174.13,13.9,3.60,2.4,14.1,9.6
85132564,-4.97,173.80,14.0,3.59,2.5,14.2,10.1
85309556,-5.00,173.60,14.0,3.57,2.6,14.3,10.4
85486546,-5.01,173.42,14.1,3.56,2.6,14.3,10.6
85663536,-5.05,173.22,14.2,3.54,2.7,14.4,10.9
85840528,-5.07,173.00,14.2,3.52,2.8,14.5,11.2
86017518,-5.11,172.69,14.3,3.50,2.9,14.6,11.6
86194508,-5.12,172.58,14.4,3.49,3.0,14.7,11.7
86371500,-5.17,172.36,14.5,3.46,3.1,14.8,11.9
86548490,-5.20,172.25,14.6,3.44,3.1,14.9,12.0
86725480,-5.24,172.19,14.7,3.41,3.1,15.0,12.0
86902472,-5.26,172.05,14.8,3.40,3.2,15.1,12.1
87079462,-5.31,172.06,14.9,3.37,3.2,15.2,12.0
87256452,-5.35,171.96,15.0,3.35,3.2,15.3,12.0
87433444,-5.40,171.81,15.1,3.32,3.3,15.5,12.1
87610434,-5.45,171.86,15.3,3.29,3.2,15.6,11.9
87787424,-5.50,171.90,15.4,3.26,3.2,15.7,11.8
87964416,-5.54,171.96,15.5,3.24,3.2,15.8,11.6
88141406,-5.58,172.04,15.6,3.22,3.1,15.9,11.4
88318396,-5.62,172.12,15.7,3.20,3.1,16.0,11.2
88495388,-5.65,172.33,15.8,3.18,3.0,16.1,10.8
88672378,-5.67,172.46,15.8,3.17,3.0,16.1,10.6
88849368,-5.70,172.74,15.9,3.15,2.9,16.2,10.2
