Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
30973420,-10.76,-57.75,59.1,1.82,-31.6,67.0,-28.1
31150412,-10.78,-57.78,59.1,1.81,-31.5,67.0,-28.1
31327402,-10.83,-57.91,59.0,1.81,-31.3,66.8,-27.9
31504392,-10.89,-57.78,59.1,1.80,-31.1,66.8,-27.7
31681384,-10.93,-57.97,59.0,1.79,-30.9,66.6,-27.6
31858374,-11.00,-57.70,59.1,1.78,-30.6,66.6,-27.4
32035364,-11.03,-57.70,59.1,1.78,-30.5,66.5,-27.3
32212356,-11.10,-57.62,59.2,1.77,-30.2,66.4,-27.0
32389346,-11.17,-57.56,59.2,1.76,-29.9,66.3,-26.8
32566336,-11.22,-57.36,59.3,1.76,-29.7,66.3,-26.6
32743328,-11.27,-57.35,59.3,1.75,-29.5,66.3,-26.4
32920318,-11.32,-57.07,59.5,1.75,-29.3,66.3,-26.2
33097308,-11.37,-56.84,59.6,1.74,-29.1,66.3,-26.0
33274300,-11.45,-56.49,59.8,1.73,-28.8,66.4,-25.7
33451290,-11.53,-55.81,60.2,1.72,-28.4,66.6,-25.3
33628280,-11.59,-55.28,60.5,1.71,-28.1,66.7,-24.9
33805272,-11.66,-54.24,61.1,1.71,-27.8,67.1,-24.5
33982262,-11.54,-53.42,61.6,1.72,-28.2,67.8,-24.6
34159252,-11.42,-52.58,62.2,1.73,-28.6,68.5,-24.7
34336244,-11.27,-51.55,63.0,1.75,-29.1,69.4,-24.8
34513234,-11.14,-52.41,62.5,1.77,-29.8,69.2,-25.5
34690224,-10.97,-53.37,62.0,1.79,-30.6,69.1,-26.3
34867216,-10.81,-54.07,61.6,1.81,-31.3,69.1,-27.0
35044206,-10.83,-55.08,60.9,1.81,-31.3,68.4,-27.2
35221196,-10.90,-56.00,60.2,1.80,-31.0,67.8,-27.2
35398188,-10.94,-56.53,59.9,1.79,-30.9,67.4,-27.3
35575178,-11.05,-56.97,59.6,1.78,-30.4,66.9,-27.0
35752168,-11.09,-57.38,59.3,1.77,-30.2,66.6,-27.0
35929160,-11.20,-57.65,59.2,1.76,-29.8,66.2,-26.7
36106150,-11.24,-57.56,59.2,1.76,-29.6,66.2,-26.6
36283140,-11.31,-57.49,59.2,1.75,-29.3,66.1,-26.3
36460132,-11.37,-57.71,59.1,1.74,-29.1,65.9,-26.2
36637122,-11.39,-57.78,59.0,1.74,-29.0,65.8,-26.2
36814112,-11.42,-57.91,59.0,1.73,-28.9,65.7,-26.1
36991104,-11.46,-58.03,58.9,1.73,-28.8,65.5,-26.0
37168094,-11.52,-57.82,59.0,1.72,-28.5,65.5,-25.8
37345084,-11.56,-57.91,58.9,1.72,-28.4,65.4,-25.7
37522076,-11.58,-57.90,58.9,1.72,-28.3,65.4,-25.6
37699066,-11.65,-57.75,59.0,1.71,-28.0,65.3,-25.4
37876056,-11.70,-57.79,59.0,1.70,-27.9,65.2,-25.3
38053048,-11.75,-57.80,59.0,1.70,-27.6,65.1,-25.1
38230038,-11.75,-57.81,59.0,1.70,-27.6,65.1,-25.1
38407028,-11.78,-57.76,59.0,1.69,-27.5,65.1,-25.0
38584020,-11.83,-57.42,59.2,1.69,-27.3,65.2,-24.8
38761010,-11.87,-57.55,59.1,1.68,-27.2,65.0,-24.7
38938000,-11.87,-57.59,59.1,1.68,-27.2,65.0,-24.7
39114992,-11.91,-57.80,58.9,1.68,-27.1,64.8,-24.7
39291982,-11.98,-57.60,59.0,1.67,-26.8,64.8,-24.4
39468972,-11.96,-57.51,59.1,1.68,-26.9,64.9,-24.5
39645964,-12.01,-57.34,59.1,1.67,-26.7,64.9,-24.3
39822954,-12.04,-57.65,59.0,1.67,-26.6,64.7,-24.2
39999944,-12.08,-57.44,59.1,1.66,-26.4,64.7,-24.1
40176936,-12.10,-57.14,59.2,1.66,-26.3,64.8,-24.0
40353926,-12.14,-57.16,59.2,1.66,-26.2,64.7,-23.9
40530916,-12.18,-57.14,59.2,1.65,-26.1,64.7,-23.8
40707908,-12.27,-57.31,59.1,1.64,-25.7,64.4,-23.5
40884898,-12.24,-57.11,59.2,1.65,-25.8,64.6,-23.6
41061888,-12.28,-57.44,59.0,1.64,-25.7,64.4,-23.5
41238880,-12.29,-57.37,59.0,1.64,-25.7,64.4,-23.5
41415870,-12.31,-57.30,59.1,1.64,-25.6,64.4,-23.4
41592860,-12.36,-57.13,59.1,1.64,-25.4,64.4,-23.3
41769852,-12.40,-56.91,59.2,1.63,-25.3,64.4,-23.1
41946842,-12.42,-56.85,59.2,1.63,-25.2,64.4,-23.0
42123832,-12.45,-56.72,59.3,1.63,-25.1,64.4,-22.9
42300824,-12.46,-56.66,59.3,1.63,-25.0,64.4,-22.9
42477814,-12.46,-56.58,59.4,1.63,-25.0,64.4,-22.9
42654804,-12.51,-56.67,59.3,1.62,-24.9,64.3,-22.8
42831796,-12.51,-56.64,59.3,1.62,-24.9,64.3,-22.8
43008786,-12.58,-56.48,59.4,1.61,-24.6,64.3,-22.5
43185776,-12.63,-56.64,59.3,1.61,-24.5,64.1,-22.4
43362768,-12.63,-56.46,59.4,1.61,-24.5,64.2,-22.4
43539758,-12.63,-56.46,59.4,1.61,-24.5,64.2,-22.4
43716748,-12.66,-56.29,59.4,1.61,-24.3,64.2,-22.3
43893740,-12.70,-56.46,59.3,1.60,-24.2,64.1,-22.2
44070730,-12.71,-56.23,59.4,1.60,-24.2,64.2,-22.1
44247720,-12.75,-56.47,59.3,1.60,-24.0,64.0,-22.1
44424712,-12.81,-56.25,59.4,1.59,-23.8,64.0,-21.9
44601702,-12.81,-56.18,59.4,1.59,-23.8,64.0,-21.9
44778692,-12.83,-56.15,59.4,1.59,-23.8,64.0,-21.8
44955684,-12.90,-56.07,59.4,1.59,-23.5,63.9,-21.6
45132674,-12.91,-56.16,59.4,1.58,-23.5,63.8,-21.6
45309664,-12.92,-56.05,59.4,1.58,-23.5,63.9,-21.6
45486656,-12.97,-55.93,59.4,1.58,-23.3,63.8,-21.4
45663646,-13.00,-55.89,59.4,1.58,-23.2,63.8,-21.3
45840636,-13.03,-55.53,59.6,1.57,-23.1,63.9,-21.2
46017628,-13.07,-55.48,59.6,1.57,-23.0,63.9,-21.1
46194618,-13.12,-55.61,59.5,1.57,-22.8,63.7,-21.0
46371608,-13.14,-55.45,59.6,1.56,-22.7,63.7,-20.9
46548600,-13.10,-55.31,59.7,1.57,-22.8,63.9,-20.9
46725590,-13.16,-55.26,59.6,1.56,-22.6,63.8,-20.8
46902580,-13.14,-55.32,59.6,1.56,-22.7,63.8,-20.8
47079572,-13.17,-55.25,59.6,1.56,-22.6,63.8,-20.8
47256562,-13.23,-55.18,59.6,1.56,-22.4,63.7,-20.6
47433552,-13.27,-55.14,59.6,1.55,-22.3,63.7,-20.5
47610544,-13.29,-55.01,59.7,1.55,-22.2,63.7,-20.4
47787534,-13.36,-54.88,59.7,1.55,-22.0,63.6,-20.2
47964524,-13.38,-54.84,59.7,1.55,-21.9,63.6,-20.2
48141516,-13.37,-54.70,59.8,1.55,-21.9,63.7,-20.1
48318506,-13.40,-54.67,59.8,1.54,-21.8,63.6,-20.1
48495496,-13.46,-54.51,59.8,1.54,-21.7,63.6,-19.9
48672488,-13.48,-54.79,59.7,1.54,-21.6,63.4,-19.9
48849478,-13.49,-54.49,59.8,1.54,-21.6,63.5,-19.8
49026468,-13.54,-54.39,59.8,1.53,-21.4,63.5,-19.7
49203460,-13.54,-54.15,59.9,1.53,-21.4,63.6,-19.6
49380450,-13.60,-54.01,59.9,1.53,-21.2,63.5,-19.5
49557440,-13.61,-54.07,59.9,1.53,-21.2,63.5,-19.5
49734432,-13.68,-53.56,60.0,1.52,-20.9,63.6,-19.2
49911422,-13.72,-53.77,59.9,1.52,-20.8,63.4,-19.1
50088412,-13.78,-53.24,60.1,1.51,-20.6,63.5,-18.9
50265404,-13.79,-53.49,60.0,1.51,-20.6,63.4,-18.9
50442394,-13.81,-52.86,60.2,1.51,-20.4,63.6,-18.7
50619384,-13.90,-52.85,60.2,1.51,-20.2,63.5,-18.5
50796376,-13.90,-52.11,60.5,1.51,-20.1,63.8,-18.4
50973366,-13.96,-52.08,60.5,1.50,-19.9,63.7,-18.2
51150356,-14.03,-51.64,60.6,1.50,-19.7,63.7,-18.0
51327348,-14.05,-51.29,60.7,1.50,-19.6,63.8,-17.9
51504338,-14.05,-51.06,60.8,1.50,-19.5,63.9,-17.8
51681328,-14.08,-50.25,61.1,1.49,-19.3,64.1,-17.6
51858320,-14.10,-49.59,61.4,1.49,-19.2,64.3,-17.4
52035310,-14.08,-49.02,61.6,1.49,-19.1,64.5,-17.3
52212300,-14.09,-48.04,62.0,1.49,-18.9,64.8,-17.0
52389292,-14.04,-47.04,62.5,1.50,-18.9,65.3,-16.8
52566282,-13.91,-46.38,62.9,1.50,-19.1,65.8,-16.9
52743272,-13.80,-45.78,63.3,1.51,-19.3,66.2,-17.0
52920264,-13.66,-44.90,63.9,1.52,-19.6,66.8,-17.0
53097254,-13.47,-44.71,64.2,1.54,-20.1,67.3,-17.4
53274244,-13.28,-44.96,64.4,1.55,-20.7,67.6,-17.8
53451236,-13.11,-44.85,64.7,1.57,-21.2,68.1,-18.1
53628226,-13.01,-46.05,64.2,1.58,-21.8,67.8,-18.7
53805216,-12.89,-47.32,63.8,1.59,-22.4,67.6,-19.4
53982208,-12.74,-48.34,63.4,1.60,-23.1,67.5,-20.0
54159198,-12.80,-49.28,62.9,1.59,-23.1,67.0,-20.1
54336188,-12.82,-50.36,62.3,1.59,-23.2,66.5,-20.4
54513180,-12.82,-51.27,61.8,1.59,-23.3,66.1,-20.6
54690170,-12.94,-51.78,61.5,1.58,-22.9,65.6,-20.5
54867160,-13.05,-52.43,61.1,1.57,-22.7,65.1,-20.4
55044152,-13.15,-52.86,60.8,1.56,-22.4,64.8,-20.2
55221142,-13.24,-53.10,60.6,1.56,-22.2,64.5,-20.1
55398132,-13.35,-53.35,60.4,1.55,-21.9,64.2,-19.9
55575124,-13.42,-53.30,60.4,1.54,-21.6,64.1,-19.7
55752114,-13.43,-53.22,60.4,1.54,-21.6,64.1,-19.7
55929104,-13.55,-53.14,60.3,1.53,-21.2,64.0,-19.4
56106096,-13.60,-53.07,60.3,1.53,-21.1,63.9,-19.3
56283086,-13.63,-52.96,60.4,1.53,-21.0,63.9,-19.2
56460076,-13.66,-53.19,60.2,1.52,-20.9,63.8,-19.1
56637068,-13.74,-53.06,60.2,1.52,-20.7,63.7,-18.9
56814058,-13.79,-52.77,60.3,1.51,-20.5,63.7,-18.8
56991048,-13.78,-52.95,60.2,1.51,-20.5,63.6,-18.8
57168040,-13.77,-52.82,60.3,1.52,-20.6,63.7,-18.8
57345030,-13.84,-52.68,60.3,1.51,-20.3,63.6,-18.6
57522020,-13.90,-52.71,60.2,1.51,-20.2,63.5,-18.5
57699012,-13.93,-52.35,60.4,1.50,-20.0,63.6,-18.4
57876002,-13.95,-52.16,60.4,1.50,-20.0,63.6,-18.3
58052992,-14.03,-52.19,60.4,1.50,-19.7,63.5,-18.1
58229984,-14.06,-51.96,60.4,1.49,-19.6,63.5,-18.0
58406974,-14.09,-52.19,60.3,1.49,-19.6,63.4,-18.0
58583964,-14.06,-52.09,60.4,1.49,-19.6,63.5,-18.0
58760956,-14.12,-51.88,60.4,1.49,-19.5,63.5,-17.9
58937946,-14.13,-51.87,60.4,1.49,-19.4,63.4,-17.8
59114936,-14.16,-51.65,60.5,1.49,-19.3,63.5,-17.7
59291928,-14.22,-51.51,60.5,1.48,-19.1,63.4,-17.6
59468918,-14.20,-51.44,60.5,1.48,-19.2,63.5,-17.6
59645908,-14.23,-51.33,60.5,1.48,-19.1,63.5,-17.5
59822900,-14.27,-51.37,60.5,1.48,-19.0,63.4,-17.4
59999890,-14.29,-51.43,60.4,1.48,-18.9,63.3,-17.4
60176880,-14.32,-51.28,60.5,1.48,-18.8,63.3,-17.3
60353872,-14.36,-51.42,60.4,1.47,-18.8,63.2,-17.3
60530862,-14.40,-51.35,60.4,1.47,-18.6,63.2,-17.2
60707852,-14.37,-50.87,60.6,1.47,-18.7,63.4,-17.1
60884844,-14.41,-51.01,60.5,1.47,-18.6,63.3,-17.1
61061834,-14.42,-50.84,60.5,1.47,-18.5,63.3,-17.0
61238824,-14.50,-50.48,60.6,1.46,-18.3,63.3,-16.8
61415816,-14.47,-50.43,60.7,1.47,-18.3,63.4,-16.8
61592806,-14.50,-50.23,60.7,1.46,-18.2,63.4,-16.7
61769796,-14.54,-50.38,60.6,1.46,-18.1,63.3,-16.7
61946788,-14.55,-50.59,60.5,1.46,-18.1,63.2,-16.7
62123778,-14.59,-50.53,60.5,1.46,-18.0,63.1,-16.6
62300768,-14.61,-50.36,60.5,1.46,-18.0,63.2,-16.5
62477760,-14.64,-50.44,60.5,1.45,-17.9,63.1,-16.5
62654750,-14.65,-50.13,60.6,1.45,-17.8,63.2,-16.4
62831740,-14.66,-49.83,60.7,1.45,-17.8,63.2,-16.3
63008732,-14.69,-49.80,60.7,1.45,-17.7,63.2,-16.2
63185722,-14.73,-49.69,60.7,1.45,-17.6,63.2,-16.1
63362712,-14.73,-49.44,60.8,1.45,-17.5,63.3,-16.1
63539704,-14.79,-49.59,60.6,1.45,-17.4,63.1,-16.0
63716694,-14.80,-49.09,60.8,1.44,-17.3,63.2,-15.9
63893684,-14.81,-48.92,60.9,1.44,-17.3,63.3,-15.8
64070676,-14.80,-48.78,60.9,1.44,-17.3,63.3,-15.8
64247666,-14.84,-48.89,60.9,1.44,-17.2,63.2,-15.8
64424656,-14.87,-48.93,60.8,1.44,-17.1,63.2,-15.7
64601648,-14.91,-48.77,60.8,1.44,-17.0,63.2,-15.6
64778638,-14.90,-48.70,60.9,1.44,-17.0,63.2,-15.6
64955628,-14.91,-48.50,60.9,1.44,-16.9,63.2,-15.5
65132620,-14.93,-48.21,61.0,1.44,-16.8,63.3,-15.4
65309610,-14.95,-47.97,61.1,1.44,-16.8,63.3,-15.4
65486600,-14.97,-47.99,61.0,1.43,-16.7,63.3,-15.3
65663592,-14.99,-47.84,61.1,1.43,-16.6,63.3,-15.2
65840582,-15.03,-47.78,61.1,1.43,-16.5,63.3,-15.2
66017572,-15.06,-47.48,61.1,1.43,-16.4,63.3,-15.0
66194564,-15.05,-47.36,61.2,1.43,-16.4,63.4,-15.0
66371554,-15.08,-46.88,61.3,1.43,-16.3,63.4,-14.9
66548544,-15.10,-47.06,61.2,1.43,-16.3,63.4,-14.9
66725536,-15.12,-46.86,61.3,1.43,-16.2,63.4,-14.8
66902526,-15.19,-46.50,61.3,1.42,-16.0,63.4,-14.6
67079516,-15.19,-46.52,61.3,1.42,-16.0,63.3,-14.6
67256508,-15.20,-46.52,61.3,1.42,-15.9,63.3,-14.6
67433498,-15.23,-46.00,61.4,1.42,-15.8,63.4,-14.4
67610488,-15.27,-45.79,61.5,1.42,-15.6,63.4,-14.3
67787480,-15.25,-45.34,61.6,1.42,-15.6,63.6,-14.2
67964470,-15.30,-44.98,61.7,1.41,-15.4,63.6,-14.1
68141460,-15.30,-44.71,61.8,1.41,-15.4,63.7,-14.0
68318452,-15.31,-43.94,62.0,1.41,-15.2,63.9,-13.8
68495442,-15.34,-43.81,62.0,1.41,-15.1,63.8,-13.7
68672432,-15.31,-43.01,62.3,1.41,-15.0,64.1,-13.6
68849424,-15.39,-42.70,62.3,1.41,-14.8,64.1,-13.4
69026414,-15.37,-42.31,62.5,1.41,-14.8,64.2,-13.3
69203404,-15.36,-42.13,62.6,1.41,-14.8,64.3,-13.3
69380396,-15.35,-41.71,62.7,1.41,-14.7,64.4,-13.2
69557386,-15.33,-41.12,62.9,1.41,-14.6,64.6,-13.1
69734376,-15.31,-40.72,63.1,1.41,-14.5,64.7,-13.0
69911368,-15.25,-40.16,63.3,1.42,-14.5,65.0,-12.9
70088358,-15.17,-39.61,63.6,1.42,-14.6,65.3,-12.9
70265348,-15.09,-39.18,63.9,1.43,-14.7,65.6,-12.9
70442340,-15.06,-38.78,64.1,1.43,-14.6,65.7,-12.9
70619330,-14.92,-38.62,64.4,1.44,-14.9,66.1,-13.0
70796320,-14.87,-38.60,64.5,1.44,-15.0,66.2,-13.1
70973312,-14.75,-38.22,64.8,1.45,-15.2,66.5,-13.2
71150302,-14.64,-38.05,65.0,1.46,-15.4,66.8,-13.3
71327292,-14.47,-38.35,65.2,1.47,-15.9,67.1,-13.7
71504284,-14.38,-38.23,65.4,1.47,-16.1,67.4,-13.8
71681274,-14.28,-38.53,65.5,1.48,-16.4,67.5,-14.0
71858264,-14.13,-38.80,65.6,1.49,-16.8,67.8,-14.4
72035256,-14.02,-39.20,65.7,1.50,-17.2,67.9,-14.7
72212246,-13.97,-40.23,65.4,1.50,-17.6,67.7,-15.1
72389236,-13.95,-41.08,65.0,1.50,-17.9,67.5,-15.4
72566228,-13.87,-42.04,64.8,1.51,-18.3,67.3,-15.8
72743218,-13.89,-42.65,64.5,1.51,-18.4,67.1,-15.9
72920208,-13.88,-43.15,64.3,1.51,-18.6,66.9,-16.1
73097200,-13.86,-44.03,64.0,1.51,-18.8,66.7,-16.4
73274190,-13.95,-44.60,63.6,1.50,-18.7,66.3,-16.4
73451180,-13.94,-45.19,63.4,1.50,-18.8,66.1,-16.5
73628172,-14.01,-45.85,63.0,1.50,-18.8,65.7,-16.6
73805162,-14.10,-46.25,62.7,1.49,-18.6,65.4,-16.5
73982152,-14.17,-46.78,62.4,1.49,-18.5,65.1,-16.5
74159144,-14.27,-47.07,62.2,1.48,-18.3,64.8,-16.4
74336134,-14.36,-46.86,62.2,1.47,-18.0,64.7,-16.2
74513124,-14.44,-47.05,62.0,1.47,-17.9,64.5,-16.1
74690116,-14.55,-47.26,61.8,1.46,-17.6,64.2,-15.9
74867106,-14.57,-47.05,61.8,1.46,-17.5,64.3,-15.8
75044096,-14.59,-47.30,61.7,1.46,-17.5,64.2,-15.9
75221088,-14.63,-47.04,61.8,1.46,-17.4,64.2,-15.7
75398078,-14.65,-46.83,61.8,1.45,-17.3,64.2,-15.6
75575068,-14.77,-46.91,61.7,1.45,-17.0,64.0,-15.4
75752060,-14.86,-46.81,61.6,1.44,-16.8,63.8,-15.2
75929050,-14.82,-46.83,61.6,1.44,-16.9,63.9,-15.3
76106040,-14.84,-46.40,61.8,1.44,-16.8,64.0,-15.2
76283032,-14.95,-46.57,61.6,1.44,-16.5,63.7,-15.0
76460022,-14.93,-46.34,61.7,1.44,-16.5,63.9,-15.0
76637012,-15.00,-46.07,61.7,1.43,-16.3,63.8,-14.8
76814004,-15.06,-45.77,61.7,1.43,-16.1,63.8,-14.6
76990994,-15.05,-45.64,61.8,1.43,-16.1,63.8,-14.6
77167984,-15.11,-46.16,61.5,1.43,-16.1,63.6,-14.6
77344976,-15.14,-45.86,61.6,1.42,-16.0,63.6,-14.5
77521966,-15.18,-45.73,61.6,1.42,-15.9,63.6,-14.4
77698956,-15.18,-45.49,61.7,1.42,-15.8,63.7,-14.4
77875948,-15.20,-45.37,61.7,1.42,-15.7,63.7,-14.3
78052938,-15.23,-45.39,61.6,1.42,-15.7,63.6,-14.3
78229928,-15.27,-45.37,61.6,1.42,-15.6,63.5,-14.2
78406920,-15.27,-44.99,61.7,1.42,-15.5,63.6,-14.1
78583910,-15.29,-44.74,61.8,1.42,-15.4,63.7,-14.0
78760900,-15.29,-45.01,61.7,1.42,-15.5,63.6,-14.1
78937892,-15.35,-44.69,61.7,1.41,-15.3,63.6,-13.9
79114882,-15.37,-44.59,61.7,1.41,-15.2,63.6,-13.8
79291872,-15.43,-44.53,61.7,1.41,-15.1,63.5,-13.7
79468864,-15.45,-44.23,61.8,1.41,-15.0,63.6,-13.6
79645854,-15.44,-43.93,61.9,1.41,-14.9,63.6,-13.6
79822844,-15.49,-43.63,61.9,1.40,-14.8,63.6,-13.4
79999836,-15.45,-44.02,61.8,1.41,-14.9,63.6,-13.6
80176826,-15.51,-43.81,61.8,1.40,-14.8,63.6,-13.4
80353816,-15.51,-43.39,62.0,1.40,-14.7,63.7,-13.3
80530808,-15.52,-43.16,62.0,1.40,-14.6,63.7,-13.3
80707798,-15.56,-43.33,61.9,1.40,-14.6,63.6,-13.3
80884788,-15.55,-42.81,62.1,1.40,-14.5,63.7,-13.1
81061780,-15.61,-42.68,62.0,1.40,-14.3,63.7,-13.0
81238770,-15.59,-42.85,62.0,1.40,-14.4,63.7,-13.1
81415760,-15.68,-42.51,62.0,1.39,-14.2,63.6,-12.9
81592752,-15.66,-42.42,62.1,1.39,-14.2,63.7,-12.9
81769742,-15.68,-42.42,62.0,1.39,-14.1,63.6,-12.8
81946732,-15.68,-42.03,62.2,1.39,-14.1,63.7,-12.8
82123724,-15.69,-41.97,62.2,1.39,-14.0,63.7,-12.7
82300714,-15.76,-41.95,62.1,1.39,-13.9,63.6,-12.6
82477704,-15.73,-41.09,62.4,1.39,-13.8,63.9,-12.4
82654696,-15.75,-41.45,62.2,1.39,-13.8,63.7,-12.5
82831686,-15.75,-41.28,62.3,1.39,-13.8,63.8,-12.5
83008676,-15.82,-40.68,62.4,1.39,-13.5,63.8,-12.2
83185668,-15.88,-40.78,62.3,1.38,-13.4,63.7,-12.2
83362658,-15.87,-40.49,62.4,1.38,-13.4,63.8,-12.1
83539648,-15.82,-40.03,62.5,1.39,-13.4,64.0,-12.1
83716640,-15.87,-39.84,62.5,1.38,-13.2,63.9,-12.0
83893630,-15.88,-39.41,62.6,1.38,-13.1,64.0,-11.8
84070620,-15.87,-39.50,62.6,1.38,-13.2,64.0,-11.9
84247612,-15.90,-39.03,62.7,1.38,-13.0,64.1,-11.7
84424602,-15.87,-38.58,62.9,1.38,-13.0,64.2,-11.6
84601592,-15.89,-38.52,62.9,1.38,-12.9,64.2,-11.6
84778584,-15.85,-38.17,63.0,1.38,-12.9,64.4,-11.6
84955574,-15.82,-38.04,63.1,1.39,-12.9,64.4,-11.6
85132564,-15.85,-37.28,63.3,1.38,-12.7,64.6,-11.3
85309556,-15.83,-37.05,63.4,1.39,-12.7,64.6,-11.3
85486546,-15.83,-37.13,63.4,1.39,-12.7,64.6,-11.3
85663536,-15.73,-36.73,63.6,1.39,-12.8,64.9,-11.4
85840528,-15.70,-36.45,63.8,1.39,-12.8,65.0,-11.3
86017518,-15.71,-35.94,63.9,1.39,-12.6,65.1,-11.2
86194508,-15.69,-36.26,63.8,1.39,-12.8,65.1,-11.3
86371500,-15.63,-35.62,64.1,1.40,-12.7,65.4,-11.2
86548490,-15.58,-35.31,64.3,1.40,-12.7,65.5,-11.2
86725480,-15.51,-34.89,64.5,1.40,-12.7,65.8,-11.2
86902472,-15.52,-34.51,64.6,1.40,-12.6,65.8,-11.1
87079462,-15.45,-34.84,64.7,1.41,-12.8,65.9,-11.2
87256452,-15.42,-34.43,64.8,1.41,-12.8,66.1,-11.2
87433444,-15.32,-34.15,65.1,1.41,-12.9,66.4,-11.2
87610434,-15.24,-34.16,65.2,1.42,-13.1,66.5,-11.3
87787424,-15.18,-34.28,65.3,1.42,-13.2,66.6,-11.4
87964416,-15.08,-33.91,65.6,1.43,-13.3,66.9,-11.5
88141406,-15.02,-33.95,65.7,1.43,-13.4,67.1,-11.6
